/l/users/speech_lab/_SpeechT5PretrainDataset/v2/data/ASC/ASC_train/
ARA NORM  0735.wav	84066
ARA NORM  1604.wav	112540
ARA NORM  0044.wav	179255
ARA NORM  0382.wav	142733
ARA NORM  0425.wav	175074
ARA NORM  0857.wav	92836
ARA NORM  1265.wav	82135
ARA NORM  1513.wav	110513
ARA NORM  0886.wav	93129
ARA NORM  0732.wav	77381
ARA NORM  0095.wav	104674
ARA NORM  1172.wav	72849
ARA NORM  1390.wav	68169
ARA NORM  1437.wav	99890
ARA NORM  0277.wav	130193
ARA NORM  0616.wav	184122
ARA NORM  1056.wav	249656
ARA NORM  1720.wav	114528
ARA NORM  1087.wav	216034
ARA NORM  0160.wav	92813
ARA NORM  0973.wav	244535
ARA NORM  0501.wav	132834
ARA NORM  1341.wav	76192
ARA NORM  1678.wav	109996
ARA NORM  0459.wav	135394
ARA NORM  1219.wav	75078
ARA NORM  0488.wav	467938
ARA NORM  1502.wav	106576
ARA NORM  0897.wav	97933
ARA NORM  0084.wav	204855
ARA NORM  0723.wav	75230
ARA NORM  1163.wav	78127
ARA NORM  1615.wav	104644
ARA NORM  0055.wav	91451
ARA NORM  0846.wav	106505
ARA NORM  0434.wav	133602
ARA NORM  0393.wav	154167
ARA NORM  1274.wav	82284
ARA NORM  0499.wav	94779
ARA NORM  1669.wav	107095
ARA NORM  0029.wav	261687
ARA NORM  0448.wav	114064
ARA NORM  1208.wav	83918
ARA NORM  1096.wav	84216
ARA NORM  1731.wav	96175
ARA NORM  0171.wav	131042
ARA NORM  0510.wav	83856
ARA NORM  0962.wav	247099
ARA NORM  1350.wav	68986
ARA NORM  1426.wav	109398
ARA NORM  0266.wav	94946
ARA NORM  0607.wav	70114
ARA NORM  1047.wav	95888
ARA NORM  1579.wav	113561
ARA NORM  1118.wav	81318
ARA NORM  0758.wav	79464
ARA NORM  0789.wav	76118
ARA NORM  0176.wav	209207
ARA NORM  1736.wav	105985
ARA NORM  1091.wav	131895
ARA NORM  1357.wav	68055
ARA NORM  0965.wav	114064
ARA NORM  0517.wav	78988
ARA NORM  0261.wav	75575
ARA NORM  1386.wav	67579
ARA NORM  1040.wav	348044
ARA NORM  0600.wav	151010
ARA NORM  0345.wav	51089
ARA NORM  0890.wav	73357
ARA NORM  1505.wav	114602
ARA NORM  1164.wav	76642
ARA NORM  0724.wav	78276
ARA NORM  0083.wav	256311
ARA NORM  0052.wav	101432
ARA NORM  1612.wav	92093
ARA NORM  1273.wav	82284
ARA NORM  0394.wav	47244
ARA NORM  0433.wav	96738
ARA NORM  0841.wav	73744
ARA NORM  0919.wav	107490
ARA NORM  1577.wav	115862
ARA NORM  0490.wav	165268
ARA NORM  0756.wav	71735
ARA NORM  1116.wav	78718
ARA NORM  0020.wav	125329
ARA NORM  0787.wav	76567
ARA NORM  0441.wav	122513
ARA NORM  0833.wav	64384
ARA NORM  1201.wav	81169
ARA NORM  1738.wav	96992
ARA NORM  1359.wav	67576
ARA NORM  1388.wav	76044
ARA NORM  1744.wav	110884
ARA NORM  0104.wav	119693
ARA NORM  0917.wav	101943
ARA NORM  0565.wav	108603
ARA NORM  1482.wav	105238
ARA NORM  1325.wav	73299
ARA NORM  1453.wav	96324
ARA NORM  0213.wav	82918
ARA NORM  0672.wav	354269
ARA NORM  1032.wav	136371
ARA NORM  1795.wav	105016
ARA NORM  0899.wav	155793
ARA NORM  0848.wav	97810
ARA NORM  0103.wav	218253
ARA NORM  1743.wav	111479
ARA NORM  1322.wav	76935
ARA NORM  1485.wav	111776
ARA NORM  0562.wav	101606
ARA NORM  0910.wav	74640
ARA NORM  0214.wav	498662
ARA NORM  1454.wav	95903
ARA NORM  1792.wav	99222
ARA NORM  1035.wav	95633
ARA NORM  0330.wav	127800
ARA NORM  0497.wav	241040
ARA NORM  1570.wav	112073
ARA NORM  1111.wav	77901
ARA NORM  0751.wav	74413
ARA NORM  0780.wav	72775
ARA NORM  0027.wav	102544
ARA NORM  1667.wav	103905
ARA NORM  1206.wav	77533
ARA NORM  0834.wav	70472
ARA NORM  0446.wav	246416
ARA NORM  1098.wav	77009
ARA NORM  0268.wav	96908
ARA NORM  1428.wav	108953
ARA NORM  1049.wav	85730
ARA NORM  0609.wav	61003
ARA NORM  1189.wav	76344
ARA NORM  0718.wav	79609
ARA NORM  0379.wav	101004
ARA NORM  1539.wav	109324
ARA NORM  1000.wav	138466
ARA NORM  0640.wav	60215
ARA NORM  0221.wav	152802
ARA NORM  0586.wav	158690
ARA NORM  1461.wav	104941
ARA NORM  1813.wav	48112
ARA NORM  1317.wav	74931
ARA NORM  0557.wav	291042
ARA NORM  0925.wav	137613
ARA NORM  0691.wav	22413
ARA NORM  0136.wav	147512
ARA NORM  1776.wav	93579
ARA NORM  1233.wav	75970
ARA NORM  1594.wav	109105
ARA NORM  0801.wav	81318
ARA NORM  0473.wav	127120
ARA NORM  0012.wav	59021
ARA NORM  1652.wav	109324
ARA NORM  1683.wav	108507
ARA NORM  1124.wav	79241
ARA NORM  0764.wav	73667
ARA NORM  0305.wav	97595
ARA NORM  0988.wav	244108
ARA NORM  0959.wav	246924
ARA NORM  0474.wav	414779
ARA NORM  0806.wav	77975
ARA NORM  1593.wav	108655
ARA NORM  1234.wav	68767
ARA NORM  0015.wav	142988
ARA NORM  0763.wav	70773
ARA NORM  1123.wav	78128
ARA NORM  1684.wav	116679
ARA NORM  1542.wav	106950
ARA NORM  0302.wav	147642
ARA NORM  0408.wav	182157
ARA NORM  1248.wav	75230
ARA NORM  1629.wav	115119
ARA NORM  0069.wav	124813
ARA NORM  1299.wav	68986
ARA NORM  0647.wav	81804
ARA NORM  1007.wav	231564
ARA NORM  1814.wav	54426
ARA NORM  1466.wav	99816
ARA NORM  0581.wav	141623
ARA NORM  0226.wav	275682
ARA NORM  0922.wav	133602
ARA NORM  1310.wav	75449
ARA NORM  1771.wav	103084
ARA NORM  0131.wav	165346
ARA NORM  0696.wav	94950
ARA NORM  0808.wav	77009
ARA NORM  1075.wav	202312
ARA NORM  0635.wav	33459
ARA NORM  0192.wav	163383
ARA NORM  0254.wav	169527
ARA NORM  0981.wav	150668
ARA NORM  1414.wav	98330
ARA NORM  0285.wav	217911
ARA NORM  0950.wav	169101
ARA NORM  0522.wav	294203
ARA NORM  0143.wav	125329
ARA NORM  1703.wav	96175
ARA NORM  1246.wav	88598
ARA NORM  0406.wav	224042
ARA NORM  0874.wav	98924
ARA NORM  1627.wav	106208
ARA NORM  1180.wav	73150
ARA NORM  1151.wav	81318
ARA NORM  0370.wav	129254
ARA NORM  1297.wav	77083
ARA NORM  1530.wav	102642
ARA NORM  1009.wav	156898
ARA NORM  0649.wav	164407
ARA NORM  0228.wav	85133
ARA NORM  1468.wav	105164
ARA NORM  0873.wav	100487
ARA NORM  0401.wav	95013
ARA NORM  1241.wav	71586
ARA NORM  1187.wav	79312
ARA NORM  1620.wav	95436
ARA NORM  0060.wav	218335
ARA NORM  0716.wav	72255
ARA NORM  1537.wav	109105
ARA NORM  1290.wav	78644
ARA NORM  0377.wav	106722
ARA NORM  0588.wav	257847
ARA NORM  0559.wav	102370
ARA NORM  1319.wav	70847
ARA NORM  1778.wav	96398
ARA NORM  0138.wav	149047
ARA NORM  0195.wav	142903
ARA NORM  0632.wav	102541
ARA NORM  1072.wav	148621
ARA NORM  1413.wav	88524
ARA NORM  0986.wav	194957
ARA NORM  0253.wav	103824
ARA NORM  0525.wav	124646
ARA NORM  0957.wav	137101
ARA NORM  0282.wav	98018
ARA NORM  1365.wav	69507
ARA NORM  1704.wav	101599
ARA NORM  0144.wav	153400
ARA NORM  1605.wav	95284
ARA NORM  0045.wav	118413
ARA NORM  0424.wav	279181
ARA NORM  0856.wav	101895
ARA NORM  1264.wav	81466
ARA NORM  1512.wav	104644
ARA NORM  0887.wav	95953
ARA NORM  0352.wav	213904
ARA NORM  0094.wav	226188
ARA NORM  0733.wav	78347
ARA NORM  1173.wav	77158
ARA NORM  1436.wav	104867
ARA NORM  0276.wav	175330
ARA NORM  0617.wav	115682
ARA NORM  1057.wav	64280
ARA NORM  1086.wav	41698
ARA NORM  1721.wav	114822
ARA NORM  0161.wav	56631
ARA NORM  0972.wav	125495
ARA NORM  0500.wav	192653
ARA NORM  1340.wav	72775
ARA NORM  1679.wav	110294
ARA NORM  0039.wav	113975
ARA NORM  1218.wav	66312
ARA NORM  0489.wav	145548
ARA NORM  0271.wav	72251
ARA NORM  1396.wav	72181
ARA NORM  1431.wav	104648
ARA NORM  1050.wav	88887
ARA NORM  0610.wav	160485
ARA NORM  0166.wav	51600
ARA NORM  1726.wav	98553
ARA NORM  1081.wav	127817
ARA NORM  1347.wav	71735
ARA NORM  0975.wav	143842
ARA NORM  0799.wav	80798
ARA NORM  0329.wav	154769
ARA NORM  1569.wav	111998
ARA NORM  1108.wav	73593
ARA NORM  0748.wav	79687
ARA NORM  0909.wav	93784
ARA NORM  1602.wav	113859
ARA NORM  1263.wav	76415
ARA NORM  0851.wav	98924
ARA NORM  0423.wav	91277
ARA NORM  0355.wav	253437
ARA NORM  1515.wav	116827
ARA NORM  1174.wav	73893
ARA NORM  0734.wav	73150
ARA NORM  0093.wav	85901
ARA NORM  1398.wav	65347
ARA NORM  1728.wav	105391
ARA NORM  0168.wav	134544
ARA NORM  0509.wav	65680
ARA NORM  0030.wav	302903
ARA NORM  0797.wav	75602
ARA NORM  0823.wav	73072
ARA NORM  0451.wav	94007
ARA NORM  1211.wav	73146
ARA NORM  1567.wav	100038
ARA NORM  0480.wav	118895
ARA NORM  0327.wav	120034
ARA NORM  0746.wav	72552
ARA NORM  1443.wav	94096
ARA NORM  0203.wav	106807
ARA NORM  0662.wav	405218
ARA NORM  1022.wav	52877
ARA NORM  1785.wav	103233
ARA NORM  1754.wav	106576
ARA NORM  0114.wav	59366
ARA NORM  0575.wav	74896
ARA NORM  0907.wav	162103
ARA NORM  1492.wav	109101
ARA NORM  1335.wav	73963
ARA NORM  0204.wav	103654
ARA NORM  1444.wav	99444
ARA NORM  1782.wav	108139
ARA NORM  0665.wav	224444
ARA NORM  0113.wav	31291
ARA NORM  1753.wav	100633
ARA NORM  1332.wav	79241
ARA NORM  1495.wav	111553
ARA NORM  0572.wav	87010
ARA NORM  0858.wav	96696
ARA NORM  0889.wav	94615
ARA NORM  0278.wav	94946
ARA NORM  1438.wav	91198
ARA NORM  1059.wav	198626
ARA NORM  0619.wav	83426
ARA NORM  1088.wav	157885
ARA NORM  0790.wav	72035
ARA NORM  0037.wav	79109
ARA NORM  1677.wav	109476
ARA NORM  1216.wav	76121
ARA NORM  0456.wav	153233
ARA NORM  0824.wav	68541
ARA NORM  0320.wav	55437
ARA NORM  0487.wav	86327
ARA NORM  1560.wav	113856
ARA NORM  1101.wav	82029
ARA NORM  0741.wav	84515
ARA NORM  1307.wav	70324
ARA NORM  0935.wav	99810
ARA NORM  0547.wav	116877
ARA NORM  0681.wav	179255
ARA NORM  0126.wav	124895
ARA NORM  1766.wav	110810
ARA NORM  1010.wav	127202
ARA NORM  0650.wav	167821
ARA NORM  0231.wav	131991
ARA NORM  0596.wav	239671
ARA NORM  1803.wav	108808
ARA NORM  1471.wav	103307
ARA NORM  1148.wav	80579
ARA NORM  0708.wav	71661
ARA NORM  1529.wav	106576
ARA NORM  1199.wav	83476
ARA NORM  0949.wav	299153
ARA NORM  0998.wav	215950
ARA NORM  1693.wav	105391
ARA NORM  0774.wav	80950
ARA NORM  0315.wav	177293
ARA NORM  1555.wav	111850
ARA NORM  1223.wav	76344
ARA NORM  1584.wav	108734
ARA NORM  0463.wav	131843
ARA NORM  0811.wav	72255
ARA NORM  0002.wav	244457
ARA NORM  0773.wav	81173
ARA NORM  1694.wav	110813
ARA NORM  1552.wav	100980
ARA NORM  0312.wav	349495
ARA NORM  0816.wav	71218
ARA NORM  0464.wav	148450
ARA NORM  1583.wav	104644
ARA NORM  1224.wav	78644
ARA NORM  0005.wav	58082
ARA NORM  0540.wav	171661
ARA NORM  0932.wav	98274
ARA NORM  1300.wav	78347
ARA NORM  1761.wav	94840
ARA NORM  0121.wav	129339
ARA NORM  0686.wav	120967
ARA NORM  0657.wav	57058
ARA NORM  1017.wav	98530
ARA NORM  1476.wav	111931
ARA NORM  1804.wav	106799
ARA NORM  0591.wav	198289
ARA NORM  0236.wav	25997
ARA NORM  1289.wav	69658
ARA NORM  0418.wav	148023
ARA NORM  1258.wav	79906
ARA NORM  1639.wav	103385
ARA NORM  0079.wav	81463
ARA NORM  1372.wav	73893
ARA NORM  0295.wav	94343
ARA NORM  0532.wav	99724
ARA NORM  0940.wav	247693
ARA NORM  0153.wav	160400
ARA NORM  1713.wav	104570
ARA NORM  1065.wav	135398
ARA NORM  0625.wav	73868
ARA NORM  0182.wav	81126
ARA NORM  0244.wav	85136
ARA NORM  1404.wav	85649
ARA NORM  0818.wav	72556
ARA NORM  0688.wav	123618
ARA NORM  1019.wav	81720
ARA NORM  0659.wav	84791
ARA NORM  0238.wav	127287
ARA NORM  1478.wav	111408
ARA NORM  1141.wav	68615
ARA NORM  0701.wav	82914
ARA NORM  0360.wav	65591
ARA NORM  1287.wav	69433
ARA NORM  1520.wav	117867
ARA NORM  1256.wav	80430
ARA NORM  0416.wav	399931
ARA NORM  0077.wav	161254
ARA NORM  1637.wav	109101
ARA NORM  1190.wav	73444
ARA NORM  1309.wav	67129
ARA NORM  0128.wav	100920
ARA NORM  0598.wav	216882
ARA NORM  0706.wav	78496
ARA NORM  1146.wav	74561
ARA NORM  1527.wav	108581
ARA NORM  1280.wav	80798
ARA NORM  0367.wav	262626
ARA NORM  0411.wav	196753
ARA NORM  0863.wav	93724
ARA NORM  1251.wav	83621
ARA NORM  1197.wav	77455
ARA NORM  1630.wav	119576
ARA NORM  0070.wav	178311
ARA NORM  0947.wav	182840
ARA NORM  0535.wav	148880
ARA NORM  0292.wav	211856
ARA NORM  1375.wav	76344
ARA NORM  1714.wav	110215
ARA NORM  0154.wav	87611
ARA NORM  0185.wav	63202
ARA NORM  0622.wav	118157
ARA NORM  1062.wav	159511
ARA NORM  1403.wav	76712
ARA NORM  0996.wav	389264
ARA NORM  0400.wav	185757
ARA NORM  1240.wav	69658
ARA NORM  1621.wav	101004
ARA NORM  1186.wav	83698
ARA NORM  0061.wav	79160
ARA NORM  0717.wav	77755
ARA NORM  1157.wav	73518
ARA NORM  1291.wav	79464
ARA NORM  1536.wav	98924
ARA NORM  0376.wav	279266
ARA NORM  0589.wav	43575
ARA NORM  0558.wav	166715
ARA NORM  1318.wav	77306
ARA NORM  1779.wav	106579
ARA NORM  0139.wav	165687
ARA NORM  0633.wav	278618
ARA NORM  0194.wav	353933
ARA NORM  1073.wav	238477
ARA NORM  0252.wav	65680
ARA NORM  0987.wav	502512
ARA NORM  0283.wav	130615
ARA NORM  0524.wav	330129
ARA NORM  0956.wav	119130
ARA NORM  1364.wav	66761
ARA NORM  1705.wav	99518
ARA NORM  0145.wav	125068
ARA NORM  0809.wav	66684
ARA NORM  1074.wav	88477
ARA NORM  0193.wav	188068
ARA NORM  0255.wav	53730
ARA NORM  1415.wav	94282
ARA NORM  1363.wav	67278
ARA NORM  0523.wav	90508
ARA NORM  0284.wav	142733
ARA NORM  0142.wav	118924
ARA NORM  1702.wav	106501
ARA NORM  1247.wav	68912
ARA NORM  0407.wav	155960
ARA NORM  0875.wav	108139
ARA NORM  1181.wav	74710
ARA NORM  1626.wav	105387
ARA NORM  1150.wav	80278
ARA NORM  0710.wav	76967
ARA NORM  0371.wav	104760
ARA NORM  1531.wav	106208
ARA NORM  1296.wav	70101
ARA NORM  1008.wav	79415
ARA NORM  0229.wav	73287
ARA NORM  1469.wav	102639
ARA NORM  0699.wav	57746
ARA NORM  0475.wav	157840
ARA NORM  0807.wav	75905
ARA NORM  1235.wav	81913
ARA NORM  1592.wav	108362
ARA NORM  1654.wav	101383
ARA NORM  0014.wav	64653
ARA NORM  0762.wav	70621
ARA NORM  1685.wav	113039
ARA NORM  1122.wav	80133
ARA NORM  1543.wav	100484
ARA NORM  0303.wav	240013
ARA NORM  0409.wav	155191
ARA NORM  1249.wav	76415
ARA NORM  1628.wav	115639
ARA NORM  0068.wav	77367
ARA NORM  1298.wav	68841
ARA NORM  0646.wav	170722
ARA NORM  1006.wav	22327
ARA NORM  1467.wav	98853
ARA NORM  0227.wav	37261
ARA NORM  0580.wav	152546
ARA NORM  0923.wav	57574
ARA NORM  0551.wav	340877
ARA NORM  1311.wav	68986
ARA NORM  1770.wav	101602
ARA NORM  0697.wav	36407
ARA NORM  0130.wav	282085
ARA NORM  1188.wav	66984
ARA NORM  1159.wav	72853
ARA NORM  0719.wav	75304
ARA NORM  0378.wav	59106
ARA NORM  1538.wav	103678
ARA NORM  1001.wav	265360
ARA NORM  0641.wav	241207
ARA NORM  0220.wav	155618
ARA NORM  1460.wav	103752
ARA NORM  1812.wav	56436
ARA NORM  1316.wav	71141
ARA NORM  0556.wav	141759
ARA NORM  0924.wav	172428
ARA NORM  0137.wav	71223
ARA NORM  0690.wav	126520
ARA NORM  1777.wav	98553
ARA NORM  1595.wav	109179
ARA NORM  1232.wav	69878
ARA NORM  0800.wav	80501
ARA NORM  0472.wav	107063
ARA NORM  0013.wav	121911
ARA NORM  1653.wav	96621
ARA NORM  1125.wav	73295
ARA NORM  1682.wav	103084
ARA NORM  0765.wav	72998
ARA NORM  0304.wav	235404
ARA NORM  1544.wav	106356
ARA NORM  0989.wav	221305
ARA NORM  0958.wav	193368
ARA NORM  0898.wav	125073
ARA NORM  0849.wav	102267
ARA NORM  0102.wav	116377
ARA NORM  1742.wav	106650
ARA NORM  1484.wav	109996
ARA NORM  1323.wav	76047
ARA NORM  0563.wav	129031
ARA NORM  0911.wav	174391
ARA NORM  0215.wav	99242
ARA NORM  1455.wav	103159
ARA NORM  1034.wav	96059
ARA NORM  1793.wav	97215
ARA NORM  0674.wav	49042
ARA NORM  0496.wav	305037
ARA NORM  0331.wav	204743
ARA NORM  1571.wav	108362
ARA NORM  1110.wav	79093
ARA NORM  0750.wav	71958
ARA NORM  0026.wav	241211
ARA NORM  1666.wav	101895
ARA NORM  1207.wav	86816
ARA NORM  0835.wav	71512
ARA NORM  0447.wav	137787
ARA NORM  1099.wav	72849
ARA NORM  0269.wav	91458
ARA NORM  1429.wav	109101
ARA NORM  1048.wav	62438
ARA NORM  1576.wav	107174
ARA NORM  0336.wav	187021
ARA NORM  0491.wav	50064
ARA NORM  0757.wav	76563
ARA NORM  1117.wav	77901
ARA NORM  1661.wav	101007
ARA NORM  0786.wav	83695
ARA NORM  0021.wav	181644
ARA NORM  0440.wav	249400
ARA NORM  0832.wav	65941
ARA NORM  1200.wav	79906
ARA NORM  1739.wav	99076
ARA NORM  0179.wav	91110
ARA NORM  0518.wav	200080
ARA NORM  1358.wav	77232
ARA NORM  1389.wav	67946
ARA NORM  1745.wav	108433
ARA NORM  0105.wav	186423
ARA NORM  0916.wav	80358
ARA NORM  0564.wav	144825
ARA NORM  1324.wav	80278
ARA NORM  1483.wav	109621
ARA NORM  1452.wav	91276
ARA NORM  0212.wav	99473
ARA NORM  1033.wav	185826
ARA NORM  0338.wav	213986
ARA NORM  1578.wav	107773
ARA NORM  1119.wav	73595
ARA NORM  0759.wav	79832
ARA NORM  0177.wav	69182
ARA NORM  1090.wav	110135
ARA NORM  1737.wav	106650
ARA NORM  1356.wav	77155
ARA NORM  0964.wav	578188
ARA NORM  0260.wav	154800
ARA NORM  1420.wav	96996
ARA NORM  1387.wav	69135
ARA NORM  1041.wav	86242
ARA NORM  0601.wav	125922
ARA NORM  0891.wav	88802
ARA NORM  0344.wav	61666
ARA NORM  1504.wav	103827
ARA NORM  0082.wav	333623
ARA NORM  0725.wav	76195
ARA NORM  0053.wav	218178
ARA NORM  1613.wav	105833
ARA NORM  1272.wav	82804
ARA NORM  0432.wav	237197
ARA NORM  0840.wav	69729
ARA NORM  0395.wav	136844
ARA NORM  1503.wav	100413
ARA NORM  0343.wav	280631
ARA NORM  0896.wav	66701
ARA NORM  0722.wav	69060
ARA NORM  0085.wav	112695
ARA NORM  1162.wav	80356
ARA NORM  1614.wav	96844
ARA NORM  0054.wav	131899
ARA NORM  0392.wav	68237
ARA NORM  0847.wav	102192
ARA NORM  0435.wav	157751
ARA NORM  1275.wav	75004
ARA NORM  0498.wav	124813
ARA NORM  1668.wav	101524
ARA NORM  0028.wav	83767
ARA NORM  0449.wav	40333
ARA NORM  1209.wav	82804
ARA NORM  1730.wav	107170
ARA NORM  1097.wav	81244
ARA NORM  0170.wav	100354
ARA NORM  0511.wav	42637
ARA NORM  0963.wav	103480
ARA NORM  1351.wav	70330
ARA NORM  1380.wav	69807
ARA NORM  1427.wav	101825
ARA NORM  0606.wav	56635
ARA NORM  1046.wav	303171
ARA NORM  1659.wav	102192
ARA NORM  0019.wav	135991
ARA NORM  0478.wav	258530
ARA NORM  1238.wav	81916
ARA NORM  1688.wav	111776
ARA NORM  1416.wav	97067
ARA NORM  0983.wav	145634
ARA NORM  0256.wav	42896
ARA NORM  0190.wav	90253
ARA NORM  0637.wav	371847
ARA NORM  1077.wav	162103
ARA NORM  1701.wav	109996
ARA NORM  0141.wav	77708
ARA NORM  0520.wav	81378
ARA NORM  0952.wav	283243
ARA NORM  0287.wav	70119
ARA NORM  1360.wav	69956
ARA NORM  1182.wav	76861
ARA NORM  0065.wav	116108
ARA NORM  0876.wav	101860
ARA NORM  0404.wav	135569
ARA NORM  1244.wav	85329
ARA NORM  1532.wav	110665
ARA NORM  1295.wav	67875
ARA NORM  0372.wav	129677
ARA NORM  0713.wav	66984
ARA NORM  1153.wav	73146
ARA NORM  0062.wav	109367
ARA NORM  1622.wav	99296
ARA NORM  1185.wav	83624
ARA NORM  1243.wav	80649
ARA NORM  0403.wav	153259
ARA NORM  0871.wav	98036
ARA NORM  0375.wav	86583
ARA NORM  1292.wav	76415
ARA NORM  1535.wav	106802
ARA NORM  1154.wav	72853
ARA NORM  0714.wav	77162
ARA NORM  0929.wav	178674
ARA NORM  1598.wav	103459
ARA NORM  0309.wav	149218
